"withinblocktrial","block","block_repetition","rt","resp","cor","cresp","conf_press","cj","rtconf","coherence","metacognition","slow_trial","manipulation","sub","age","gender","handedness","X","batch","check1","check2","check3","check4"
0,4,1,1.50084920000063,"['n']",1,"right","['e']",0,0.344396399999823,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
1,4,1,1.03383920000033,"['n']",1,"right","['e']",0,0.212646900000436,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
2,4,1,0.801186699999562,"['n']",1,"right","['e']",0,0.191218300000401,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
3,4,1,0.917662099999689,"['n']",0,"left","['e']",0,0.196307600000182,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
4,4,1,0.933166199999505,"['n']",0,"left","['e']",0,0.234060499999941,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
5,4,1,0.751439800000298,"['n']",0,"left","['u']",1,0.35637029999998,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
6,4,1,1.40141959999983,"['c']",1,"left","['e']",0,0.209022900000491,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
7,4,1,1.00121639999998,"['c']",1,"left","['u']",1,0.259365500000058,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
8,4,1,1.39988320000066,"['n']",1,"right","['e']",0,0.180398999999852,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
9,4,1,0.832978600000388,"['c']",1,"left","['u']",1,0.558441099999982,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
10,4,1,0.81750589999956,"['n']",1,"right","['e']",0,0.378721500000211,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
11,4,1,1.26821740000014,"['n']",1,"right","['e']",0,0.426468200000272,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
12,4,1,1.18475920000037,"['c']",0,"right","['e']",0,0.348927300000469,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
13,4,1,1.25011329999961,"['c']",0,"right","['e']",0,0.192374899999777,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
14,4,1,1.0176663000002,"['c']",1,"left","['u']",1,0.62588229999983,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
15,4,1,1.24983870000051,"['c']",1,"left","['u']",1,0.586417499999698,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
16,4,1,1.15124629999991,"['n']",0,"left","['e']",0,0.326910400000088,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
17,4,1,0.883374999999432,"['n']",1,"right","['u']",1,0.666303599999992,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
18,4,1,0.65154259999963,"['n']",1,"right","['u']",1,0.183018199999424,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
19,4,1,0.751032200000736,"['n']",1,"right","['u']",1,0.196295499999906,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
20,4,1,0.950899800000116,"['c']",1,"left","['u']",1,0.345208700000512,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
21,4,1,0.734743299999536,"['c']",1,"left","['u']",1,0.144151800000145,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
22,4,1,0.883497300000272,"['c']",0,"right","['u']",1,0.154203299999608,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
23,4,1,0.884942200000296,"['c']",0,"right","['u']",1,0.178837599999497,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
24,4,1,1.31589470000017,"['c']",1,"left","['e']",0,0.586242899999888,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
25,4,1,1.1162032000002,"['c']",1,"left","['e']",0,0.152544999999918,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
26,4,1,0.95104850000007,"['c']",1,"left","['e']",0,0.65530839999974,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
27,4,1,0.733420000000478,"['n']",1,"right","['e']",0,0.185432900000706,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
28,4,1,1.11820400000033,"['c']",0,"right","['e']",0,0.375922600000195,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
29,4,1,0.751071700000466,"['c']",1,"left","['e']",0,0.189535200000137,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
30,4,1,1.05065399999967,"['n']",1,"right","['e']",0,0.158584400000109,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
31,4,1,1.01698459999989,"['n']",0,"left","['e']",0,0.146652000000358,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
32,4,1,1.04923710000003,"['n']",0,"left","['u']",1,0.64586270000018,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
33,4,1,0.90235709999979,"['n']",1,"right","['u']",1,0.153510900000583,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
34,4,1,1.1340511999997,"['n']",0,"left","['e']",0,0.264647199999672,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
35,4,1,1.26703710000038,"['n']",0,"left","['e']",0,0.238376100000096,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
36,4,1,1.03462769999987,"['n']",0,"left","['e']",0,0.109175600000526,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
37,4,1,0.984622599999966,"['n']",1,"right","['u']",1,0.324273100000028,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
38,4,1,0.917975400000614,"['n']",1,"right","['u']",1,0.149474299999383,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
39,4,1,1.00120150000021,"['n']",0,"left","['u']",1,0.201780300000792,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
40,4,1,0.884231900000486,"['n']",0,"left","['u']",1,0.144727900000362,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
41,4,1,0.866446500000166,"['n']",1,"right","['u']",1,0.122869200000423,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
42,4,1,1.54995659999986,"['c']",0,"right","['e']",0,0.154396099999758,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
43,4,1,1.20169290000013,"['n']",1,"right","['u']",1,0.37482639999962,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
44,4,1,1.3511395000005,"['n']",0,"left","['e']",0,0.388717400000132,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
45,4,1,0.866299999999683,"['n']",1,"right","['e']",0,0.117270800000369,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
46,4,1,1.06685599999946,"['n']",0,"left","['e']",0,0.168094900000142,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
47,4,1,0.967289399999572,"['n']",0,"left","['u']",1,0.333287999999811,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
48,4,1,1.26714979999997,"['n']",1,"right","['e']",0,0.207920599999852,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
49,4,1,1.16776250000021,"['c']",1,"left","['e']",0,0.139746799999557,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
50,4,1,1.38461749999988,"['c']",0,"right","['e']",0,0.129330499999924,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
51,4,1,0.984575999999834,"['n']",1,"right","['u']",1,0.135739100000137,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
52,4,1,1.00050379999993,"['n']",1,"right","['e']",0,0.41280370000004,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
53,4,1,1.10007490000044,"['n']",1,"right","['u']",1,0.14596900000015,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
54,4,1,0.884392199999638,"['n']",1,"right","['u']",1,0.123003300000164,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
55,4,1,1.49938320000001,"['c']",0,"right","['e']",0,0.173326900000575,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
56,4,1,0.949357699999382,"['c']",1,"left","['e']",0,0.147253099999944,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
57,4,1,1.61606510000001,"['c']",1,"left","['e']",0,0.319122699999753,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
58,4,1,1.70024879999983,"['n']",0,"left","['e']",0,0.496275299999979,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
59,4,1,0.950027700000646,"['n']",0,"left","['e']",0,0.121276900000339,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
0,5,1,1.4673017999994,"['n']",1,"right","['e']",0,0.626767099999597,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
1,5,1,1.23490109999966,"['n']",1,"right","['u']",1,0.394981700000244,0.1,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
2,5,1,3.33313879999969,"['n']",0,"left","['u']",1,0.45660080000016,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
3,5,1,1.81642759999977,"['n']",0,"left","['u']",1,0.208515000000261,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
4,5,1,2.38269900000068,"['c']",1,"left","['e']",0,0.397340100000292,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
5,5,1,1.6828244999997,"['n']",1,"right","['e']",0,0.188013699999829,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
6,5,1,2.95015109999986,"['n']",1,"right","['e']",0,0.89718399999947,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
7,5,1,1.88222709999991,"['c']",0,"right","['e']",0,0.757197599999927,0.1,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
8,5,1,3.24966570000015,"['n']",1,"right","['e']",0,0.79173339999943,0.2,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
9,5,1,2.2499428000001,"['c']",1,"left","['e']",0,0.240945699999429,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
10,5,1,1.65119239999967,"['c']",1,"left","['u']",1,0.13508019999972,0.4,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
11,5,1,4.76635590000024,"['c']",1,"left","['e']",0,0.582096799999817,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
12,5,1,2.04962999999952,"['n']",1,"right","['u']",1,0.223332900000059,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
13,5,1,2.63342860000012,"['c']",1,"left","['u']",1,0.352055300000757,0.1,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
14,5,1,1.74918639999942,"['c']",0,"right","['e']",0,0.30330049999975,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
15,5,1,2.60093750000033,"['c']",1,"left","['e']",0,0.349446199999875,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
16,5,1,2.21739870000056,"['n']",1,"right","['e']",0,0.153818800000408,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
17,5,1,2.00048089999927,"['n']",0,"left","['e']",0,1.09494220000033,0.4,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
18,5,1,2.01738709999972,"['n']",1,"right","['e']",0,0.140336200000093,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
19,5,1,1.70074120000027,"['c']",1,"left","['u']",1,0.182304800000566,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
20,5,1,2.84877680000045,"['n']",1,"right","['u']",1,0.207671400000436,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
22,5,1,1.3845566,"['n']",0,"left","['e']",0,0.220816400000331,0.4,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
23,5,1,1.63432360000024,"['c']",0,"right","['e']",0,0.197954999999638,0.4,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
24,5,1,1.78359510000064,"['n']",1,"right","['e']",0,0.296478799999932,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
25,5,1,1.60152240000025,"['n']",1,"right","['e']",0,0.190833100000418,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
26,5,1,1.2685464999995,"['c']",1,"left","['u']",1,0.375998600000457,0.4,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
27,5,1,1.73518880000029,"['n']",1,"right","['e']",0,0.406310700000176,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
28,5,1,1.46639309999955,"['c']",0,"right","['e']",0,0.189639500000339,0.1,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
29,5,1,1.86778959999992,"['c']",1,"left","['e']",0,0.206248399999822,0.2,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
30,5,1,1.58433669999977,"['n']",1,"right","['e']",0,0.21737419999954,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
31,5,1,1.86698800000067,"['n']",0,"left","['e']",0,0.233013799999753,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
32,5,1,1.60128170000007,"['n']",0,"left","['e']",0,0.178061499999785,0.1,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
33,5,1,1.80121899999995,"['c']",1,"left","['e']",0,0.357884699999886,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
34,5,1,1.10025029999997,"['n']",1,"right","['u']",1,0.206010800000513,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
35,5,1,1.33447530000012,"['n']",1,"right","['u']",1,0.227450200000021,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
36,5,1,1.51591929999995,"['n']",0,"left","['u']",1,0.161051500000212,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
37,5,1,1.08421080000062,"['n']",0,"left","['e']",0,0.0977358000000095,0.1,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
38,5,1,1.26813220000076,"['n']",1,"right","['e']",0,0.189116000000467,0.2,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
39,5,1,1.41696239999965,"['n']",1,"right","['u']",1,0.159635999999409,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
40,5,1,1.88318030000028,"['c']",1,"left","['e']",0,0.241637799999808,0.2,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
41,5,1,1.24930719999975,"['n']",1,"right","['e']",0,0.137529100000393,0.2,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
42,5,1,1.51575669999966,"['c']",1,"left","['e']",0,0.185158799999954,0.2,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
43,5,1,1.80145479999919,"['c']",1,"left","['e']",0,0.171919799999159,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
44,5,1,1.43384739999965,"['n']",1,"right","['e']",0,0.206167300000743,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
45,5,1,1.04920110000057,"['n']",1,"right","['u']",1,0.159432899999956,0.1,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
46,5,1,1.30007579999983,"['c']",1,"left","['e']",0,0.167512399999396,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
47,5,1,1.26594549999936,"['c']",1,"left","['e']",0,0.161564199999702,0.2,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
48,5,1,1.14999609999995,"['c']",1,"left","['e']",0,0.158670299999358,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
49,5,1,1.96926239999993,"['n']",1,"right","['e']",0,0.157008700000006,0.2,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
50,5,1,2.31776429999991,"['c']",0,"right","['e']",0,0.172587300000487,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
51,5,1,1.39961859999949,"['n']",1,"right","['e']",0,0.128940600000533,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
52,5,1,1.30131679999977,"['n']",1,"right","['e']",0,0.153560200000356,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
53,5,1,1.39986360000057,"['c']",1,"left","['u']",1,0.142707500000142,0.4,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
54,5,1,1.45049870000003,"['c']",0,"right","['e']",0,0.256951100000151,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
55,5,1,1.91704090000076,"['n']",1,"right","['e']",0,0.204872600000272,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
56,5,1,2.05086349999965,"['c']",1,"left","['e']",0,0.165402399999948,0.2,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
57,5,1,2.53379570000016,"['c']",1,"left","['e']",0,0.588523899999927,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
58,5,1,1.58350380000047,"['c']",1,"left","['e']",0,0.183986400000322,0.2,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
59,5,1,1.23409019999963,"['n']",0,"left","['u']",1,0.274570399999902,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
0,6,1,2.33304250000037,"['c']",1,"left","['u']",1,2.29267499999969,0.1,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
1,6,1,2.71620499999972,"['n']",1,"right","['e']",0,0.463011600000755,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
2,6,1,1.76747299999988,"['n']",0,"left","['e']",0,1.41617219999989,0.1,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
3,6,1,2.08374829999957,"['n']",0,"left","['e']",0,0.479041499999767,0.1,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
4,6,1,2.04922619999979,"['n']",0,"left","['e']",0,0.333565800000542,0.2,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
5,6,1,1.5522903000001,"['c']",1,"left","['u']",1,0.195297999999639,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
6,6,1,2.60084220000044,"['n']",1,"right","['u']",1,1.54277319999983,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
7,6,1,2.11786829999983,"['n']",0,"left","['u']",1,0.43910169999981,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
8,6,1,1.76693109999997,"['n']",0,"left","['e']",0,0.449336599999697,0.1,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
9,6,1,0.883895800000573,"['c']",1,"left","['u']",1,0.158307100000457,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
10,6,1,2.61649039999975,"['n']",1,"right","['e']",0,0.595468299999993,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
11,6,1,1.18483650000053,"['n']",0,"left","['e']",0,0.190305299999636,0.1,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
12,6,1,1.33425999999963,"['n']",1,"right","['e']",0,0.339975400000185,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
13,6,1,1.80140269999993,"['n']",1,"right","['e']",0,0.177112499999566,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
14,6,1,1.48440949999986,"['n']",1,"right","['e']",0,0.193830600000183,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
15,6,1,1.15093160000015,"['n']",1,"right","['e']",0,0.20693829999982,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
16,6,1,1.58437229999981,"['n']",1,"right","['e']",0,0.202374800000143,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
17,6,1,1.3168085999996,"['c']",1,"left","['e']",0,0.207763899999918,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
18,6,1,1.55177449999974,"['c']",1,"left","['u']",1,0.301135099999556,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
19,6,1,1.36775279999983,"['n']",1,"right","['e']",0,0.316049699999894,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
20,6,1,1.50037340000017,"['c']",1,"left","['e']",0,0.678203200000098,0.4,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
21,6,1,1.58348569999998,"['n']",0,"left","['u']",1,0.43053510000027,0.4,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
22,6,1,1.55160599999999,"['n']",1,"right","['e']",0,0.209701900000255,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
23,6,1,1.48445050000009,"['n']",0,"left","['e']",0,0.304866999999831,0.1,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
24,6,1,1.48272489999999,"['c']",1,"left","['e']",0,0.252850800000488,0.4,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
25,6,1,2.71718279999914,"['c']",1,"left","['e']",0,0.424034499999834,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
26,6,1,1.1514930000003,"['n']",0,"left","['u']",1,0.235778100000061,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
27,6,1,1.33404369999971,"['c']",1,"left","['u']",1,0.255716300000131,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
28,6,1,1.35162669999954,"['n']",0,"left","['e']",0,0.290076299999782,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
29,6,1,1.74947780000002,"['c']",1,"left","['e']",0,0.804813900000227,0.4,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
30,6,1,1.80010740000034,"['n']",1,"right","['e']",0,0.398317600000155,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
31,6,1,1.43324440000015,"['n']",0,"left","['e']",0,0.568008000000191,0.2,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
32,6,1,1.39989629999945,"['n']",1,"right","['e']",0,0.203414200000225,0.4,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
33,6,1,1.2510572000001,"['n']",1,"right","['e']",0,0.275502899999992,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
34,6,1,1.4162709000002,"['n']",1,"right","['e']",0,0.19518269999935,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
35,6,1,1.3501940999995,"['n']",1,"right","['e']",0,0.200494300000173,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
